sequence_id,forward,reverse,score
0047cf973b48cca2b2dc47ec1ce6150b774dff7cf2cf9d550661355566aedbae,-251.49978033080697,-252.5996002107859,-252.0496902707964
004f79dd39202481ca7eaeb8016be73df1e65220437c2a67131db3d761c48835,-333.5001182761044,-366.1097707345616,-349.80494450533297
0054108a408ba1d6e8fa104c565384390c33b000d42e3800bfe6dfc0fe307400,-394.9842887362465,-399.4117802660912,-397.1980345011689
005e0101ab6b27ccaa87230492a296fec2d2b5f55586e40f2a18dde4da7cc510,-392.9369589686394,-438.6506648510695,-415.7938119098544
006465553d1e91674068a789af79f3ce7e7d51a4b53f82029e1a27df004905e0,-323.22289951331913,-393.6194731872529,-358.421186350286
0066784ca418ce7df81a8a67b7eb16b6ac90a842ff8ee5b523a42f151cd88ffd,-242.01149195432663,-359.6231815610081,-300.81733675766736
0066f42a2d4027ff4c52dcc2fcca93e3cdc528da95037a7e0cb4b61de1b2c84d,-308.8928850442171,-305.91638522967696,-307.40463513694704
007313bfb2c01a0ef5ceb7b7b4f5cd910a396a03b54fcf8598be7a6c4a9dcfae,-335.21519749891013,-361.6681670527905,-348.4416822758503
007b61c572f6f98dd4f9f1d43d7f8ef6f40745badb6b9551c33341a18b900606,-360.02226642891765,-388.8072881712578,-374.4147773000877
0098db624bcfae6bb2bd3038cda5ea89f22f595be00974d39827712c997c2371,-336.65607158094645,-300.13778022211045,-318.39692590152845
009a1d0440029283cd4d3d55dfb2c3016e75f07293f9e44b458378a854ce364f,-364.8252480179072,-327.3345661018975,-346.0799070599023
00a0128c502a0ea6d12bf601f61bb77772c5771582b76c26fbcd82dd6ea22ec0,-244.0897290110588,-246.45554012060165,-245.27263456583023
00a1837ddc6384d293a819db5839a16a81510d1d881499067f803d37cfa232ac,-277.41756558418274,-272.5150181055069,-274.9662918448448
00c014462431eac25cdaa53e274423c2bfe306ab61512372bef89d3556c432c8,-259.52163848280907,-260.57347017526627,-260.04755432903767
00c1cde4da01c0167bcdd181bb96f04185af8bb295202ce3c0343191c377ed1a,-306.3633877709508,-247.5364580154419,-276.94992289319634
00c3f1bd35479c4fc8f4d8dbae847987751782eda60b98993ae3761cb715fc2c,-266.1728529036045,-269.52899865433574,-267.8509257789701
00cffe640f694020d989ef3bfad9161ca9f67e6efafb684f2b3f351be547fb47,-123.4183043744415,-127.8035157751292,-125.61091007478537
00dc8099bf9d90c150056dd9d79c61e3a85bb49deb951ef1be252541d1553159,-209.19367568194863,-205.10332606732845,-207.14850087463856
00e1aeb00fbea2167d60d96e89d0a48ccf91c2dfd471b7df9d3cefedf4844beb,-247.56728563457727,-348.1669109398499,-297.8670982872136
00e2f687024e49bef69899fd2dd3e5af6b31544a8b3c06bcabde1814b9993566,-362.6927634049207,-392.407435182482,-377.55009929370135
00f88b965bf6b126d1e6a2df419ba53869244d110578f4e0a814a408beacba32,-371.2559267245233,-374.94052564539015,-373.09822618495673
00fbf1d7bae96733def5b517096afe05c3690d45f38f76720accf9b9e279113e,-365.0949475672096,-348.99320197990164,-357.0440747735556
00fdd04fc0020c36744d6de27fda9055ff2df765a4453f944b84cab5dcca692f,-370.5289904680103,-384.5337489210069,-377.5313696945086
010448ab943575c018bd3828504e7f4b1e5a4515fdf81dcf50a6ed12bfe62ae9,-226.9807816594839,-225.75465328991413,-226.36771747469905
0105f5e2e2e2b9d4f6d75afbc7d7d85acfeb9507958d4482f720e89ce6f92abf,-170.02024014899507,-212.04685258492827,-191.03354636696167
01061cf7d9bcd22d187969ace8b74b13dc2886cb7447fcfcf36c0dbfc9b76ee5,-253.1166116595268,-251.0838789343834,-252.1002452969551
0112d5c0a14ebfd0bf910fee34996002f2c0bcd642b01b4cc2281e4b2e64dec8,-410.3903302438557,-388.30168528854847,-399.3460077662021
0113ebc3368615485821653ef46de4529d27caf05b060d2aca85df4ddab07a72,-379.6395728737116,-349.95185287855566,-364.7957128761336
0117f9cf020267d0652c5b353d0dcc704b6e420fc7f7321326a5d00e0125f948,-34.97664543427527,-37.8205983908847,-36.39862191257998
011b814562c9958baf1d16c9bad49775711a14a354d475f54b539571c88e4846,-249.2641089707613,-246.9280416667461,-248.0960753187537
01223b315bbbe051ca2e5928a29d108ce9e485a149c16a58a0cac5bbd818d28e,-358.5497045181692,-375.6487758904696,-367.09924020431936
012c92f4efa5c81a32eb5ef3754e7dacab4ffda69e51606511ebf9b81997c4cc,-354.5365583524108,-252.9905115365982,-303.7635349445045
012e853919d05f622aa19dda8793fd001b5e994d498a5e47c9bd367e904ffc57,-383.9041323065758,-276.99453750252724,-330.4493349045515
012f18e9e88f0e68c85d69937dddbd4be210f0c9bd7780420e98582bd5047b65,-317.69070225348696,-326.31747111678123,-322.0040866851341
01350c6e3c59fbfc42168a5105e7512b4111809c9d3c59bc180ab2db2da24f4a,-243.22402253746984,-238.82606288790703,-241.02504271268845
0135699eb948c648a93addd5d0b044c53eac38bfcc655de7c59229c222a08ca9,-252.0820204466581,-251.8441350758076,-251.96307776123285
01418e57d9d995fd8af16ef95fb1f260a1f280e46b39346e37eff0484d387b43,-217.9634913355112,-322.6374103357084,-270.3004508356098
014841b93946ac81e8d880f3e641b4b0fb604f3d6fd8ed12fa1c197ed7bdd895,-258.44475892186165,-263.37197840213776,-260.9083686619997
0156a4097410a128cf97162e7b1f54bcc31c992db2b285020286d178d491906b,-242.25256703794005,-238.0355778485537,-240.14407244324684
016046fb9bc6627e0319c68e5a2834cb721d73b030000090af520a33e16b90a6,-390.2837943769992,-319.79567584674805,-355.0397351118736
0161c41a995d20c38bc4cf2e030812ff003843120caa425a6ef97c8b1215dd8e,-366.70980426715687,-373.486128595192,-370.0979664311744
016c79259142d8b99089592cd4f9298132e7f456e9554671456b5511cb078f9b,-340.50606505712494,-374.1274366923608,-357.31675087474287
0172f2161dba45538d8a93926c74228d05f633be74e07c1b0443849be10d536b,-243.2447528988123,-346.43110597506166,-294.837929436937
017680acd5f9e96ab9721645eb26f74fd426f11ba39c1f5a31f36474618ebe04,-279.68756061792374,-281.3384612798691,-280.5130109488964
0179be2e99c894837672f8d1bf16c7b0be84d4b5a9d85b161a80da2e2897afde,-222.00676609156653,-219.11620914191008,-220.5614876167383
01803fac9407256a0f2ee28682d95d910529728cbedc294542136bc5b932892f,-263.0128688812256,-400.5554971471429,-331.78418301418424
0187fcba8352e646dcc87920636f8fb4befdd8de6c05ae042205872917959a5b,-435.25653214007616,-342.98976975120604,-389.1231509456411
018c38fd8a0c82710a1e5052f4a34b27f498a07ee3e5f26b6f390fd7ee9915d3,-250.7178924381733,-354.1431253962219,-302.4305089171976
0190270d367bd3fa1651cac1b30ef0ed0f0766dbd77e7c3382cfb92159e0b8af,-390.67174017848447,-386.2254962027073,-388.4486181905959
01915c3ea3e9a9da9fb50e84ac01db323efc75feec8cd4da2b34b1e1785fe29d,-228.7110022604465,-353.9165217115078,-291.3137619859772
0199c9baa7f45920e34cf98c5e88ec02cef2d2008c735b6a5edd744f95f24508,-352.69639371708035,-405.7541999267414,-379.2252968219109
01b23abd18ce11c283366dfea6312ad7f4084c4810b10e17f3eeb8cb9fc7e6e4,-260.9059953093529,-253.97359922528267,-257.4397972673178
01b484ab978f379bf13f3ba9d4e1cfe2a492f34a5cd6780e9b4279d26967c137,-419.6904870588333,-396.2154788542539,-407.9529829565436
01c4a7c9b692858f1c4ca4ddfa7af63ecf6275049b3f4154bce7550da82146c1,-394.45901633333415,-407.0484830215573,-400.75374967744574
01c4b72f588d75f4f6e56c31dbce7a53ffcd1806547731f04bfb83a92d81a74f,-251.4654414653778,-281.3627316746861,-266.41408657003194
01cc511bc7ff3e9b2de149a6741e86498730926e7628d5071f97e594be2ddf62,-280.3210264677182,-215.38022714667025,-247.8506268071942
01cdcaaa86724ec698f7db994d0588bdd747228d1afd09378784234ec29306cc,-188.1482471898198,-190.35930230468512,-189.2537747472525
01cf973e02cfa16805e428cbc3bd0b6f13275aa41fb6085e8ee8b9016c16a06a,-227.59454365819693,-228.1394931748509,-227.867018416524
01d61b1167121e9d8a649daab0d7283e842c8533b11b71c7c090e07fb7c4f336,-378.2672335496172,-255.240955889225,-316.7540947194211
01e3e351e331660abc1b8a5777efffc182adb8f41578e2dbcb478455c0c487e0,-220.93030939996245,-257.37306112097576,-239.1516852604691
01e4a36859707c8d2bef55f67dfdc0daf664a91292635df6880577c6443c44ff,-379.7929101809859,-251.1013518199325,-315.4471310004592
01e4ce0634d0b23bee2f6a4ea6046f80c5ae01a91cea5809777f7779fc221778,-142.48742225021124,-143.66987561620772,-143.07864893320948
01f2d41c376e99d0af9018778623115cc858060ff9ee1e4ab44537e76e716630,-218.82352866232395,-218.1063733771444,-218.4649510197341
01f4d469d9fccdc71df5a9689537a4482c42dbe8c9d9c7835997432d68e31b46,-396.4473325256258,-364.9625255824066,-380.70492905401625
01f95ad18eb8bd9247833a6bbb3b178821d6c86a50bfead6ef6eaa99eecc1b09,-248.680763304641,-232.4975278659258,-240.5891455852834
01fdbc4db54f73bd9ec72351a25de7ddd75826719ba7b161019ad3bc0b746b0e,-326.2423797659576,-384.98951804218814,-355.61594890407287
020673b78684a051a6506ca9b674205c4c86b963a517f207057d360ddb903fb1,-347.767677443102,-350.5097541315481,-349.13871578732505
0212cb4410a963650689ae1793a02edb8e1549162f736ceaa06b27a2a18c57af,-172.72796284407377,-154.30639991909266,-163.5171813815832
0220ae646fecdc500b940310181aa51fcfe85951a67f1cdc40bb9b1bab875ddd,-256.5120469108224,-255.39101583138108,-255.9515313711017
02312b6356defddca09400650df6c388d8db3a5e163a85f13be8f3154fe8ac3f,-232.3138274718076,-185.348804843612,-208.8313161577098
0231801e611e53729a6ef2243d1a1e48e6d5be600c0ac836bc9cf90e7195cd00,-273.50416739750654,-298.8810983300209,-286.1926328637637
02344840963d431d5fe5c12ad3eaeb64fcaa27de64c108937925442900a58fe1,-252.34165307879448,-262.2013450860977,-257.2714990824461
023f97c2a285e4cebc926af6c3202bddf5de0d8b6a6f2cac3b3984018a59c0cc,-134.12935682106763,-124.84354411717504,-129.48645046912134
023fd4c94e4fbd6cf5b67c51653ea8eb0d449b5bc386cc5e7bf2e9d7976dbf88,-255.9747296571732,-281.65784979611635,-268.81628972664475
0250a09ba150d36067d3010f19c2e956f5d214bec4151ab27f869458570f1e59,-368.9989615250379,-322.7840769663453,-345.8915192456916
0250eb53349b2395321d3adcaa94d5698da8fb68663022cc4eab6158317af0b8,-348.0896393880248,-344.0041232146323,-346.04688130132854
025893e4c6d36da060e3a3b61e5f0178c1a380f5882be6db5ec18ed4627d9fa7,-264.61223152652383,-272.2876590490341,-268.449945287779
02634f791a0385640f30d612d000ac45af20314c28484928cb8ac6aaea642938,-300.0095545593649,-267.84370309114456,-283.92662882525474
0266a9e8d7417ffa4ddbb6e0459e1fc3708253ddd256d643c3ef9eaf0bb9c339,-373.00740626081824,-423.3454342465848,-398.1764202537015
026f03c46b71baf035675782c4f8aa99d891745eb8a987bd35a0c0d4c59616d0,-211.22152324020863,-212.3730512112379,-211.79728722572327
0274dce77d4d102397b72634e135ff8d6c736283cfb8c641f494357574dbccc2,-196.0265287160873,-223.30302489176395,-209.66477680392563
02763595c767ed2c398207ac05352234f23b63e45e612ff68368d6c761745637,-403.8970909193158,-389.7396103832871,-396.81835065130144
02790a0dba70988dabf739fb27ae35ccd5d393cc4b600f022c68a2aa2743dbe4,-298.90926466090605,-303.2037293189205,-301.0564969899133
027c9e20d1c7144b8567e601e6f16f818ee07cff8f05dbaea4e8128e17f01dcb,-244.65111427009103,-224.4719385951757,-234.5615264326334
027ce492e5e25821d94e20f6c11abae2702c278cb81e9a45998dd8691cbbb290,-302.41051193745807,-223.6525970548392,-263.0315544961486
027efd5ebdcff85dfac550c940134aed1b2ee37f93986178cd31321c031c8541,-356.4133468307555,-346.509848411195,-351.4615976209752
028941cfbb6654240c10772bfecf7fb38f91d7e4e2e251da56e6f1013ae89b3e,-263.7691521346569,-273.00088238716125,-268.3850172609091
028f55422a33153dacbe5e6bb2a166dd9f773c25e4ba29bbe212fdbc51c601d8,-316.2487449180335,-350.0568755995482,-333.15281025879085
0292b22c1c51763a3685e41a65ac50df44dde0ef8b9adb04caf31edd8a54c2b7,-217.66334526985884,-359.6486631562002,-288.6560042130295
029f5977c4b808eaf290b2222d3dba5f74c9812a20db3163277c0a89b33936c9,-325.1867478340864,-290.0225031049922,-307.6046254695393
02a02546932cfd1f49c52fdc22c08a248f2f0b189330c47da9057b4d883c53f5,-94.13836576975882,-98.66369221545756,-96.4010289926082
02aa9bb4f2616349deb8f438044271726e543701cb269ef797b18883a83ff531,-77.15455896127969,-80.96111081261188,-79.05783488694578
02af647d34dfe1d54ed52f1cd5bd85860a2849213dd869800c21dcd32808e143,-64.96269429847598,-62.51993004325777,-63.74131217086688
02b06c5437b55438065679fd2b2c5f1bb6ccbd03f1843074de88bf89546d48d3,-262.3554676771164,-261.07008814811707,-261.7127779126168
02b442ef67335ff393cf56647bd0950ba9ae939c3eb8d8e10a3a406d81c8bd22,-368.11285278433934,-416.32163210818544,-392.2172424462624
02b6c25ac54a9e6544323ee6ce1922c2b676ba73471d36ef036afce83f06f83d,-73.42552230320871,-74.16702531371266,-73.79627380846068
02b80af9f0e49a23ffa37cb1e6824c07ea52f7de2b86f26e9ad9fdb57ebe5393,-266.69294126331806,-245.47427090536803,-256.08360608434305
02ba72c51b68a36ee952a9382806cd5c8ec7fe4e785f7058778919c848f30b0e,-103.76043088547884,-99.97752895019948,-101.86897991783916
02cac2f55a5cc71c131c43f44ea3058b998119d9061f61e91b1e8597e4a49ec7,-323.3522057812661,-354.7708392497152,-339.06152251549065
02d05e2bbb5eba11a8333729c46ad215e4b724d4e01148af18297251b5a575c2,-141.93785338941962,-128.31443141028285,-135.12614239985123
02d5bfcb7998f4d4b31ea21c955c534b53ca1e5883ce1ce8c97131b58568069f,-183.7089933678508,-183.99209847301245,-183.8505459204316
02d6651fd4a28126808615fd1a1c7d8a70c1d576778d4997a0527d72a461b0c1,-451.2553417151794,-402.66016417369246,-426.9577529444359
02d75c11e1dd0f3168b204c96f77bec223555f16ff8e77f5d7356bf5bf08558c,-273.351882442832,-267.1958202989772,-270.2738513709046
02dd19ab82cbd1a464c8dcde6087e4d0b06ff922240f6157aace521769c2900a,-463.8615754635539,-249.3287924826145,-356.5951839730842
02f9340ff3e0bf0606c77a581d3f466479fef8b7a8337197f730a34b76d76c02,-275.3748462512158,-259.30376413837075,-267.33930519479327
030970e8173fe38114511f5256c91b95bbd60796b9eb4cdab6ab314349fd23e9,-410.6290945690125,-403.9628726951778,-407.2959836320952
030a3fcf8730fd330f64eda6417258334ced3437641ff8b4fc1ea3febf78f7a0,-235.5274428129196,-237.0767808258533,-236.30211181938648
030d6ba5f4fc878cf26e2164689f7226e45fb18eb612f9228d90c489b59dd5d2,-226.79613767005503,-310.09021569788456,-268.4431766839698
031ecc552132a77959bdb7b99277c4791746ce0f9dfcc99f23be55702c88d9c1,-288.9420083705336,-245.977637976408,-267.4598231734708
032b442b380c04c40018d27bf1f6d5908d10c76cc7fc121f614ddbd9f49c7443,-342.68017247505486,-334.27845342829823,-338.47931295167655
032bb722f9ca1d7266de78e433437f03742b79ba0298c42d593d8153b4a00ddb,-301.06028783041984,-252.2001922428608,-276.6302400366403
033688518c05a20f410f06118e624442f98f9ad4b8fa03846b91be23e6d605c5,-334.0252799388254,-205.29342455789447,-269.65935224835994
033c5bcad11101953978ced9066e0c9fcf58f0fcfecbff5088d739164ab40900,-199.7102857530117,-201.10525196790687,-200.40776886045933
0348240680197d18ca8e17ca0eb71daa33b0cc6109dbe69537174a569d616862,-253.5107346773148,-251.7067601680756,-252.6087474226952
03487a5b48234d9281aedc61680b54ec67cd56ec3984324c3dcbb0e76248cc5f,-278.8626679573208,-254.2423057705164,-266.5524868639186
0354c04f1993acaebb852cb40adf7c3f7d0ca00f2ebfbfdb167d3b6b4c9a84ef,-345.99498691409826,-352.018977958709,-349.00698243640363
0359cb92eb5ee8431f876c0db04d498cd9fa7582598f2835735b0b49b30767c9,-208.0592615595088,-194.5408739186824,-201.3000677390956
035e2fbe966dd44c2da96378b1893b88606a1ddb046a3f85136869a7933490ad,-270.86052000522614,-347.8033708706498,-309.331945437938
036315a5c27a3c409aaa09e6018c66b11927a147e522697782bdc30980767fa3,-67.70701624639332,-70.89076357521117,-69.29888991080225
036d93b2608b4703240497e287fa239dd304f2aee869c334e251ffc91b759669,-302.9342356701381,-239.126261706464,-271.03024868830107
0385d686c941705760a96ce5d0e7ddefd92c67e5558fb7376a0b149edb1229f2,-195.73443898186088,-184.14992552809417,-189.94218225497752
0388f3f51a69b7c7172d68430fc5949bbaa2dcdefebf295fa7386cbf66f2702f,-258.3926323056221,-366.4437506366521,-312.4181914711371
038abd4fbcdc0dd11bc1fa4ceb47a3836a98fbe97dabe98efc8b0e149dcbde31,-213.10761632584035,-186.3966251090169,-199.75212071742865
038b0df7d0d1d5a90225e1958a32edbe45ae32a5c50ef9786c47e9a572afe699,-254.9703184962273,-258.639123916626,-256.8047212064266
038ccb2db74d1fc91d7aaf6138ffa67028e1b8cabe69db6076a676da437e94bc,-269.2209451729432,-267.6702695242129,-268.44560734857805
03952f0067c440a72a8d4ddf6f6196b376582ae1ac7640efe232599f97d791ed,-328.12732408801094,-242.349784642458,-285.23855436523445
0397226b656a40ecdd21a581a08516595605e454b46209204cf103f034809c6e,-340.8337778728456,-254.1392048895359,-297.4864913811907
03a3d04aad47548db3c4ce9d19a55b8db55eccee57603051e87dfa3bd65ded81,-304.75073586404324,-274.6607156544924,-289.7057257592678
03b993d5be5e3133e0494cb1d0a30a8ced96b8797007b6964c4ba3601376180c,-380.9898658432066,-250.78801472485063,-315.88894028402865
03c422beabf4a02bf58b69d3edd0d90225a8cfeb6ddff29a7ae5621fdaeae594,-276.3055033683777,-390.9081681258977,-333.60683574713767
03c7bd8c124c0ac2b065d671963b4bc6f18eb21c83101680ad9773c68105a22b,-295.01768477261066,-290.2580240527168,-292.6378544126637
03cea9c85aa91ca7f6ba1feb1f4925b67d9adf18279f52a9d1e49c299834da3a,-88.32930405531079,-86.05317571014166,-87.19123988272622
03d0531eb0b07970706f877aa0d3d31d03b6baa5a30dc2b64a366c93a1769d5b,-87.69750737026334,-90.53056272026151,-89.11403504526243
03d15382b73ecfde9f87b0fb51eb4578a5e03180704ba8ea620863ec672c29e3,-321.6727072969079,-338.6271342616528,-330.1499207792804
03e1343f4583eb92e6a4991e60bc19bffb7f885086a2df01115da74405a87f9b,-239.03239619731903,-246.2906272485852,-242.66151172295213
03e67b6772078fb6913d14a64ac5bfbcfcb73e1d12a96ae315fd882272cb3b04,-295.01974685583264,-289.9193261358887,-292.46953649586067
03e7db3d8a16b5554a5f29e22a17bcee602f3273b1a63ae194568cbb7afba672,-351.2742353901267,-389.12441761698574,-370.1993265035562
03e9561ee4ddf886c2ecb76c592e2624f9dfb6e63b59ae94b861ff16b747d0ef,-444.28188038710505,-249.9170260131359,-347.0994532001205
03ed3fef6e10aee2a21f27ca6328d8ab434c32bed019da4ee54d28e0002ba316,-363.82773189246655,-363.8676144098863,-363.8476731511764
03f6a112c594a56fcf46cf2ba636bdb27706021eec8583618ad73d2c43f733da,-411.4608269080054,-360.1096684872173,-385.78524769761134
03fc85cb6dd59e493272ae23f02a1ab01f130b9ff2a07240d381baf6d098b3fc,-257.9044727087021,-262.83013129234314,-260.3673020005226
0402f0f6ae98abda83d0954e3b61609106c27da678d7dd46875f0d4d987ab174,-419.7276981784962,-403.7677302956581,-411.7477142370772
04080a33ba45ede552e54612695c6bafbd81328d547549c7cf99289f9cd9ed44,-361.3655976196751,-360.43466022983193,-360.9001289247535
04112148b938a0f6d82d0ddcf49502ee050550293fc3308303562c4f9dd7a219,-371.35141119826585,-398.948320443742,-385.1498658210039
0411473e103c7563d19d16eeabb3b5a144d52005e17a52d56965df96acc771bc,-377.5402892250568,-316.39063632581383,-346.9654627754353
041305fd93351954a96128a7d2c3fc6a6b2f7ff79b879c45d55c0268a7b2174d,-421.26164008677006,-329.2625792697072,-375.2621096782386
04154d90add944a161cce6d7f1c72bb10cc6491559685f92e9178f06d9f64145,-269.2359595298767,-264.73567402362823,-266.9858167767525
0419ed4af2a783b7ad6f31cc16c9b76b344cfd542947ac1dc4e47fd1add207fc,-224.9781390344724,-313.1768064647913,-269.07747274963185
0421457259c07a02c6815ebc7ec64f6b808f3d858247db677b4add018fb8ecfa,-251.77352592349047,-256.6492981016636,-254.21141201257703
0421b3631ef9b19286b07a9a83970e4adeae96906071c00a301aee4324928a05,-314.4876424781978,-345.0390273379162,-329.763334908057
0424a654a09661f5ce27c78cbffc83cdceb186d0f936d5bdd1b84e8f440950a0,-347.3679779265076,-303.307641973719,-325.3378099501133
0436f8004043566d5150f9b18cdc138f6bb6136f3d18ff5cc149df6a13ea8db5,-345.54708790406585,-321.0467767827213,-333.2969323433936
043da4a1ea850563f92788cecffa20d2fd1a03324200b1fc78bd803efe28bb70,-383.2132118344307,-340.9177621807903,-362.0654870076105
0442b75dd327da157a399fa18d7f3bb8c93050d8e6b9b045f13a11f04d977e63,-427.0512912273407,-359.1745162010193,-393.11290371418
0447c6ab67126d801b28b5f5fc50096cf5e185ccb7724db51bbdf0f75d637092,-247.7280499339104,-231.48550298810005,-239.6067764610052
044af6e91d676ca42cd5efbe60a306cff0a82881f879d93ec5a1f328a5bef7c6,-260.39688915759325,-297.2372362855822,-278.8170627215877
04502a4e9c29b85ef9dfa051d839001692b15866c08d1fdbf42ca6e75c38c995,-284.6458020657301,-261.93144795298576,-273.288625009358
045df337309593f3e5b87806079d9b4e06bd00dd747da29dc5e97d79bae908f7,-384.8079119073227,-347.7177558047697,-366.2628338560462
045e60265004872e5f4cb236db830b7583da03a1a77fd06e6c0445cad3233f54,-130.64487547706813,-151.00239226268604,-140.82363386987709
0470155a9888863418c28868a4e3c5f4c01f983bcf62cccc1a18320522bf325f,-143.9604848884046,-146.99240902252495,-145.47644695546478
047e4b87c0818529aeaf0e3dbb33f4fd7527baa79f924691e62d8b1daa418fce,-289.4610985070467,-269.8053894639015,-279.6332439854741
0486473c4594651d2565aee15d7887cc31f22761f1c71c3d3448930bcc0d6029,-343.5611981805414,-344.83953116461635,-344.20036467257887
048a5c961301e79ed18be80b14f6a6dc7be4b07c39b4a6a8698f37dc627bc02f,-240.3029957711697,-243.0727816522121,-241.6878887116909
048bce93e5b76c2e829fa2d9a1210367bff1560525e07bd7c6e53e9137bb786b,-345.6951988786459,-353.323834028095,-349.50951645337045
048c0aa604e72054af798582bdce901c197e507e8c68a30b5bb3846e092a0f11,-78.57530090399086,-79.11360008828342,-78.84445049613714
0493636ebd5e2ab0f3e2d91ac41aa48dced0294b4676d53351b91e9b003304d3,-287.1134454160929,-416.59956376999617,-351.8565045930445
04a359e991031025c0591589f34a4e860958aab60fe8fb4e3cc45fe9777c7a9a,-259.6385600715876,-257.30084958672523,-258.4697048291564
04a86372dfedbc619efc4a0797b133fed597cb4394f5b09c7075ebce2a9ff5c8,-237.62807804346085,-231.3450310230255,-234.4865545332432
04ab8d3aae4e858c18cc3d2e7506686c00becbb7ff25109b42332afc60567010,-432.0672819458414,-280.7944751325995,-356.43087853922043
04ac216761a39ef5973809791e4bd91daf097132e6713ec5f0a025af8d45dedc,-239.58889043331143,-286.8139839172363,-263.2014371752739
04acc092467e97bf9c0ff86b83480139787299017f9b39852916c7c165e341a7,-348.8084461223334,-363.0087326749344,-355.9085893986339
04b7532af8bad0f2be5178aff59920edd8ce1996bea531b418ee144bd19915c1,-245.6983847469092,-246.0826133936644,-245.89049907028675
04bb5bfb1fe10d3278d3e8449f3fc35c3f3b1e9f25e1367e20d75e3258fa27d3,-242.3936001956463,-241.6845510900021,-242.03907564282417
04bcef708c8f8bf284d27fe04d0e1302fb812b7d4b91f708d9f36eb8f1a7b71f,-145.10842423141003,-148.9965343605727,-147.05247929599136
04c4bc52c839c91bb4d0b96e943d4a8a1287fab11ead0bae4b443f91fd2b2b35,-265.5951285362244,-271.31341102719307,-268.4542697817087
04c7790e9f8372707215175f6dfd52bf92dd9aecaae1916d05c51327935e4d3b,-214.68673439323905,-211.8151214569807,-213.25092792510983
04c96a72d2153b6a0403f31cc81a8789045e3aff4eadc53e045c04bdc98e4fb0,-349.64949725661427,-361.0581345730461,-355.3538159148302
04cf5ce8673122b1134b8e33182b7871320c1cc5c172a4fa1649311e4fd23a69,-319.9360012691468,-353.5112384464592,-336.723619857803
04d082000857e3ab1d4323eb28040598bdde15b96c1a08e4702fccba0da084a7,-341.67097342945635,-348.8315683780238,-345.2512709037401
04d704cb6855c498bd746b8322e2958e7788174de5d510bae57dca759dd5436b,-399.6408688388765,-412.59145487099886,-406.1161618549377
04d78977e50bf42bc0f172edd0258c06cfcfbde5b73376a4ee7fad3be9ef1fc9,-357.93531201966107,-261.87189811468124,-309.9036050671712
04f8e427a0df81d22c07d85655939414482b0e8c933eaa01ef541bb1eddbfd0c,-276.2377906739712,-332.2156490329653,-304.22671985346824
04fa1365a604b632394aec7a4704b31c35091600d0156fbbc20d80d281cd4d4e,-242.5544743835926,-241.5136803388596,-242.03407736122608
0500167abc97408f8823594c3deaf2e1ac40aa6b97c94f108e2cd852ecf45f14,-423.5159958340228,-354.7711088322103,-389.1435523331165
050554f519fe687fb85ccc5093a6572866eaece86db4db04d28338c3a01f64af,-141.07758696284145,-136.93144585983828,-139.00451641133986
